Group,Levels,SubjectID,Run,A_C1W1T0,A_C2W1T0,L_C1W1T0,L_C2W1T0,A_C1W2T0,A_C2W2T0,L_C1W2T0,L_C2W2T0,A_C1W3T0,A_C2W3T0,L_C1W3T0,L_C2W3T0,A_C1W4T0,A_C2W4T0,L_C1W4T0,L_C2W4T0,A_C1W5T0,A_C2W5T0,L_C1W5T0,L_C2W5T0,lC_C1W1T0,cC_C1W1T0,rC_C1W1T0,lC_C1W2T0,cC_C1W2T0,rC_C1W2T0,lC_C1W3T0,cC_C1W3T0,rC_C1W3T0,lC_C1W4T0,cC_C1W4T0,rC_C1W4T0,lC_C1W5T0,cC_C1W5T0,rC_C1W5T0,lC_C2W1T0,cC_C2W1T0,rC_C2W1T0,lC_C2W2T0,cC_C2W2T0,rC_C2W2T0,lC_C2W3T0,cC_C2W3T0,rC_C2W3T0,lC_C2W4T0,cC_C2W4T0,rC_C2W4T0,lC_C2W5T0,cC_C2W5T0,rC_C2W5T0,A_C1W1T2,A_C2W1T2,L_C1W1T2,L_C2W1T2,A_C1W2T2,A_C2W2T2,L_C1W2T2,L_C2W2T2,A_C1W3T2,A_C2W3T2,L_C1W3T2,L_C2W3T2,A_C1W4T2,A_C2W4T2,L_C1W4T2,L_C2W4T2,A_C1W5T2,A_C2W5T2,L_C1W5T2,L_C2W5T2,lC_C1W1T2,cC_C1W1T2,rC_C1W1T2,lC_C1W2T2,cC_C1W2T2,rC_C1W2T2,lC_C1W3T2,cC_C1W3T2,rC_C1W3T2,lC_C1W4T2,cC_C1W4T2,rC_C1W4T2,lC_C1W5T2,cC_C1W5T2,rC_C1W5T2,lC_C2W1T2,cC_C2W1T2,rC_C2W1T2,lC_C2W2T2,cC_C2W2T2,rC_C2W2T2,lC_C2W3T2,cC_C2W3T2,rC_C2W3T2,lC_C2W4T2,cC_C2W4T2,rC_C2W4T2,lC_C2W5T2,cC_C2W5T2,rC_C2W5T2 
control,90_90,21082-3,3,5.85E-06,5.77E-06,1.352459016,11.2295082,5.01E-06,4.54E-06,1.967213115,11.92622951,3.50E-06,3.76E-06,2.745901639,12.70491803,4.11E-06,2.53E-06,3.729508197,13.68852459,1.73E-06,9.30E-07,4.590163934,14.54918033,9.03E-05,0.000129276,0.000151334,0.000192169,0.000329743,0.000165581,9.20E-05,0.000122928,8.51E-05,9.69E-05,0.000108882,7.63E-05,2.98E-05,4.90E-05,3.42E-05,7.93E-05,0.000113687,0.00012014,0.000257862,0.000304277,8.59E-05,9.15E-05,0.000114385,8.06E-05,8.56E-05,7.11E-05,3.03E-05,9.84E-06,1.84E-05,1.72E-05,6.28E-06,6.53E-06,1.270491803,11.18852459,6.98E-06,6.80E-06,1.967213115,11.8852459,6.36E-06,6.75E-06,2.704918033,12.62295082,3.27E-06,2.05E-06,3.647540984,13.7295082,7.10E-07,1.94E-07,4.87704918,14.87704918,0.000130596,0.000110552,9.99E-05,0.000308782,0.000379831,0.000130213,0.000136867,0.000191436,0.000117244,4.16E-05,6.91E-05,6.42E-05,3.61E-05,4.03E-05,2.91E-05,0.000151895,0.000140415,9.06E-05,0.000258777,0.0004144,0.000199728,0.000121416,0.000207787,0.000147438,4.56E-05,3.70E-05,1.86E-05,2.18E-05,1.60E-05,2.71E-06
96db,90_90,21080-1,1,9.72E-06,9.73E-06,1.352459016,11.2704918,5.48E-06,3.23E-06,2.008196721,11.92622951,4.40E-06,6.10E-06,2.786885246,12.74590164,5.76E-06,,3.770491803,13.85245902,4.08E-06,8.83E-07,4.549180328,15.24590164,0.000190486,0.000238349,0.00020018,0.000243092,0.000315456,7.86E-05,0.00014906,0.000201988,0.000110249,0.000116465,0.000125102,9.25E-05,3.36E-05,6.99E-05,5.89E-05,0.000205821,0.000232078,0.000170824,0.000201459,0.00040116,0.000153042,9.94E-05,0.000221751,0.000187711,8.28E-05,7.66E-05,5.08E-05,2.78E-05,4.30E-05,2.18E-05,2.88E-06,3.35E-06,1.393442623,11.31147541,7.72E-07,4.90E-07,2.254098361,12.25409836,2.31E-06,3.05E-06,2.663934426,12.62295082,3.18E-06,2.91E-06,3.56557377,13.60655738,1.70E-06,8.54E-07,4.426229508,14.91803279,5.63E-05,6.88E-05,6.58E-05,2.82E-06,5.25E-05,3.01E-05,2.93E-05,0.000116694,6.95E-05,4.34E-05,5.51E-05,4.86E-05,2.72E-05,2.64E-05,9.05E-06,4.89E-05,7.21E-05,8.53E-05,5.99E-05,7.03E-05,2.09E-05,3.96E-05,0.000106447,7.22E-05,3.71E-05,3.98E-05,2.72E-05,4.71E-06,1.86E-05,2.36E-05
96db,90_90,21080-1,2,9.89E-06,9.90E-06,1.352459016,11.2704918,5.20E-06,3.03E-06,2.008196721,11.96721311,4.59E-06,6.35E-06,2.786885246,12.74590164,5.81E-06,,3.770491803,13.85245902,3.65E-06,8.01E-07,4.549180328,15.20491803,0.00019669,0.000252954,0.000211678,0.000229774,0.000307677,8.43E-05,0.000153668,0.000205906,0.000111779,0.000112988,0.000122089,9.31E-05,3.55E-05,6.42E-05,5.48E-05,0.000206307,0.000235677,0.000172438,0.00035348,0.000324356,3.08E-05,9.75E-05,0.000228145,0.000199528,8.11E-05,7.44E-05,5.17E-05,1.38E-05,4.18E-05,3.01E-05,2.65E-06,3.14E-06,1.393442623,11.31147541,6.22E-07,5.33E-07,2.254098361,12.21311475,2.26E-06,3.22E-06,2.663934426,12.58196721,3.18E-06,3.07E-06,3.56557377,13.56557377,1.99E-06,1.02E-06,4.385245902,14.87704918,5.64E-05,7.19E-05,6.68E-05,1.14E-05,5.57E-05,1.21E-05,5.90E-05,0.000113544,4.16E-05,4.53E-05,6.33E-05,5.49E-05,1.90E-05,3.18E-05,1.94E-05,4.77E-05,6.65E-05,8.02E-05,3.73E-05,8.35E-05,1.35E-05,7.60E-06,0.00010238,9.29E-05,3.57E-05,3.96E-05,3.13E-05,4.39E-06,2.31E-05,2.76E-05
96db,90_90,21080-1,3,1.02E-05,1.01E-05,1.352459016,11.2704918,5.39E-06,3.05E-06,2.008196721,11.92622951,4.92E-06,6.57E-06,2.786885246,12.74590164,5.62E-06,,3.770491803,13.85245902,4.26E-06,8.45E-07,4.508196721,15.20491803,0.000195152,0.000254793,0.000217855,0.000240715,0.000306323,7.55E-05,0.000159305,0.000218053,0.000124077,0.000110871,0.0001148,9.27E-05,1.58E-05,5.83E-05,6.35E-05,0.000207117,0.000242596,0.000180564,0.000204037,0.000402081,0.000148906,0.000104709,0.000239541,0.000203343,8.55E-05,8.33E-05,5.50E-05,1.45E-05,3.49E-05,2.69E-05,2.70E-06,3.07E-06,1.393442623,11.31147541,5.27E-07,4.67E-07,2.254098361,12.21311475,2.41E-06,3.28E-06,2.62295082,12.58196721,3.30E-06,3.03E-06,3.56557377,13.52459016,1.88E-06,9.45E-07,4.344262295,14.30327869,6.12E-05,7.48E-05,6.59E-05,1.51E-05,6.00E-05,5.58E-07,2.03E-05,0.000116698,7.87E-05,4.71E-05,5.76E-05,4.89E-05,1.79E-05,3.14E-05,1.92E-05,4.34E-05,6.33E-05,8.05E-05,5.49E-05,8.20E-05,8.78E-06,3.34E-05,0.000116255,8.54E-05,3.52E-05,4.26E-05,3.71E-05,2.70E-06,7.55E-06,7.62E-06
96db,90_90,21080-2,1,8.90E-06,9.37E-06,1.31147541,11.2704918,5.87E-06,3.85E-06,2.008196721,11.92622951,4.69E-06,6.92E-06,2.745901639,12.74590164,5.08E-06,,3.729508197,13.81147541,2.21E-06,1.16E-06,4.385245902,15.12295082,0.000170285,0.00027679,0.000203638,0.000224682,0.000229857,3.04E-05,0.000168361,0.000230702,0.000116786,0.000120615,0.000128815,7.81E-05,6.60E-06,2.17E-05,2.24E-05,0.000231105,0.000263085,0.000156593,0.000232271,0.000315766,3.71E-05,0.000248652,0.000274597,0.000110272,7.84E-05,8.19E-05,6.08E-05,4.63E-05,6.68E-05,2.80E-05,3.18E-06,3.33E-06,1.352459016,11.2295082,2.32E-06,1.06E-06,2.008196721,12.21311475,4.34E-06,5.15E-06,2.745901639,12.66393443,3.20E-06,1.10E-06,3.606557377,13.64754098,1.47E-07,1.78E-07,4.590163934,14.59016393,6.00E-05,6.72E-05,6.34E-05,0.000121095,0.000113441,1.74E-05,9.42E-05,0.000182592,0.000118377,2.78E-05,3.76E-05,3.73E-05,2.02E-05,1.10E-05,3.94E-06,5.81E-05,6.98E-05,6.19E-05,5.87E-06,8.60E-05,3.99E-05,7.62E-05,0.000195913,0.00015453,1.01E-05,1.65E-05,1.99E-05,7.27E-06,1.61E-05,8.58E-06
96db,90_90,21080-2,2,8.95E-06,9.63E-06,1.31147541,11.2704918,5.71E-06,3.93E-06,2.008196721,11.96721311,4.56E-06,6.93E-06,2.745901639,12.74590164,5.42E-06,,3.729508197,13.81147541,2.49E-06,1.40E-06,4.385245902,15.12295082,0.000168991,0.000282051,0.000209554,0.000219789,0.00024089,3.86E-05,0.000156616,0.000234088,0.000123299,0.000117598,0.000137024,8.97E-05,6.52E-06,2.82E-05,2.49E-05,0.00022498,0.000268593,0.000167104,0.000324804,0.000219135,7.13E-05,0.000225175,0.000283057,0.00013762,8.64E-05,8.53E-05,5.65E-05,4.71E-05,7.08E-05,3.48E-05,2.82E-06,2.82E-06,1.352459016,11.2295082,2.20E-06,8.26E-07,2.008196721,12.21311475,4.50E-06,5.03E-06,2.745901639,12.66393443,2.90E-06,2.44E-06,3.56557377,13.68852459,1.27E-07,,4.590163934,,5.68E-05,6.60E-05,6.16E-05,0.000118017,9.90E-05,1.90E-05,0.000114386,0.000184486,0.000100047,2.91E-05,3.25E-05,3.28E-05,1.57E-05,8.74E-06,4.16E-06,5.87E-05,6.34E-05,5.21E-05,2.03E-06,7.77E-05,1.97E-05,0.000102163,0.000200306,0.000132428,1.55E-05,2.81E-05,2.74E-05,,,
96db,90_90,21080-2,3,9.24E-06,9.92E-06,1.31147541,11.2704918,5.56E-06,4.02E-06,2.008196721,11.96721311,4.54E-06,6.80E-06,2.786885246,12.74590164,5.30E-06,,3.729508197,13.81147541,2.71E-06,1.45E-06,4.385245902,15.12295082,0.000165971,0.000295328,0.000224121,0.00021213,0.000255355,5.15E-05,0.000214801,0.000207323,7.20E-05,0.000118774,0.000146951,0.000100815,2.98E-05,6.08E-06,2.42E-05,0.000228231,0.000274419,0.000168916,0.000320071,0.000234522,5.77E-05,0.00021441,0.000296455,0.000158996,8.83E-05,9.46E-05,6.48E-05,3.33E-05,6.72E-05,4.47E-05,2.98E-06,2.82E-06,1.31147541,11.2295082,1.87E-06,1.33E-06,2.008196721,11.92622951,4.34E-06,4.63E-06,2.704918033,12.66393443,3.15E-06,1.51E-06,3.524590164,13.64754098,5.43E-07,1.57E-06,4.508196721,15.6147541,5.31E-05,6.24E-05,6.55E-05,0.000118455,7.19E-05,2.85E-05,7.43E-05,0.000191443,0.000144128,2.67E-05,4.00E-05,4.38E-05,2.20E-05,2.28E-05,1.28E-05,5.49E-05,6.00E-05,5.95E-05,0.000110006,6.92E-05,3.44E-05,0.000138993,0.000203724,9.66E-05,7.87E-06,2.27E-05,2.97E-05,2.06E-05,2.57E-05,1.44E-05
96db,90_90,21080-3,1,6.06E-06,3.56E-06,1.270491803,11.14754098,6.48E-06,6.81E-06,1.885245902,11.8442623,1.26E-05,1.12E-05,2.62295082,12.62295082,5.06E-06,2.72E-06,3.647540984,13.64754098,1.14E-06,7.01E-07,4.713114754,14.50819672,0.000135607,5.75E-05,3.72E-05,0.000150867,0.000515819,0.000237443,0.000126556,0.000471971,0.000388184,0.000102896,0.000147554,0.000108642,2.79E-05,4.09E-05,3.30E-05,0.000154087,0.000124856,1.67E-06,0.00026591,0.000468312,0.000116584,0.000270875,0.000419785,0.000209415,8.81E-05,0.000105098,6.61E-05,4.06E-05,4.53E-05,1.59E-05,2.63E-06,1.68E-06,1.18852459,11.10655738,5.38E-06,4.56E-06,1.926229508,11.8442623,8.39E-06,7.46E-06,2.663934426,12.62295082,4.05E-06,2.22E-06,3.606557377,13.56557377,5.44E-08,2.95E-07,5,14.83606557,0.00012226,0.000108451,1.21E-05,0.000161274,0.000309961,0.000116948,0.000127866,0.000314405,0.000219738,7.96E-05,0.000109761,7.75E-05,4.26E-07,4.79E-06,9.63E-06,0.000110837,8.99E-05,6.65E-06,4.95E-05,0.000262144,0.000193426,0.000183887,0.000309185,0.000162815,4.51E-05,5.78E-05,4.24E-05,7.11E-06,1.67E-05,1.22E-05
96db,90_90,21080-3,2,5.76E-06,4.00E-06,1.270491803,11.14754098,6.10E-06,6.63E-06,1.885245902,11.8442623,1.25E-05,1.15E-05,2.663934426,12.62295082,4.89E-06,2.51E-06,3.647540984,13.68852459,8.78E-07,5.10E-07,4.672131148,14.50819672,0.000145079,6.83E-05,4.38E-05,0.000145734,0.000509078,0.000235803,0.000330529,0.000486423,0.000231595,9.32E-05,0.000145847,0.000113426,3.01E-05,3.44E-05,3.17E-05,0.000163104,0.00013564,8.72E-06,0.00026066,0.000462018,0.000116135,0.00026276,0.000436161,0.000237199,8.84E-05,9.60E-05,4.86E-05,4.26E-05,4.65E-05,1.05E-05,2.23E-06,1.64E-06,1.18852459,11.06557377,5.11E-06,4.26E-06,1.885245902,11.8442623,7.98E-06,7.45E-06,2.663934426,12.58196721,3.85E-06,1.99E-06,3.56557377,13.48360656,2.23E-08,2.47E-07,4.87704918,14.79508197,0.000112955,9.57E-05,1.17E-05,6.84E-05,0.000274997,0.000198814,0.000185905,0.000304491,0.000159053,7.22E-05,0.000105101,8.35E-05,2.95E-06,3.27E-06,2.29E-06,8.84E-05,0.000109017,3.39E-05,7.44E-05,0.000253595,0.000150004,0.000122732,0.000309376,0.000215438,4.91E-05,6.30E-05,4.64E-05,7.10E-06,1.39E-05,8.14E-06
96db,90_90,21080-3,3,5.75E-06,4.18E-06,1.270491803,11.14754098,5.76E-06,6.28E-06,1.885245902,11.80327869,1.26E-05,1.15E-05,2.62295082,12.62295082,4.97E-06,2.59E-06,3.647540984,13.64754098,8.87E-07,6.62E-07,4.631147541,14.50819672,0.000147463,7.94E-05,5.64E-05,0.000170416,0.000486335,0.000186608,0.000159514,0.000483822,0.000370395,0.000105562,0.00014093,0.000101287,3.33E-05,3.12E-05,2.31E-05,0.000160229,0.000127027,6.17E-06,4.07E-05,0.000420956,0.000315025,0.000284966,0.000424304,0.000210545,6.67E-05,9.81E-05,7.13E-05,3.01E-05,3.43E-05,1.27E-05,2.57E-06,1.38E-06,1.147540984,11.06557377,5.23E-06,4.63E-06,1.885245902,11.8442623,8.07E-06,7.31E-06,2.62295082,12.58196721,3.76E-06,1.98E-06,3.524590164,13.48360656,5.86E-08,1.94E-07,4.631147541,14.63114754,9.05E-05,0.000115931,3.76E-05,0.000105993,0.000281983,0.000158656,0.000124824,0.000296584,0.0002075,6.85E-05,0.000107384,8.84E-05,2.68E-05,1.10E-05,3.11E-06,8.35E-05,9.65E-05,2.76E-05,0.000121606,0.00026282,0.000104146,0.000187639,0.000298373,0.000151564,5.26E-05,6.04E-05,3.99E-05,8.68E-06,3.77E-06,4.77E-06
control,90_90,21083-1,1,9.79E-06,9.95E-06,1.229508197,11.10655738,6.22E-06,5.66E-06,1.844262295,11.76229508,9.81E-06,1.08E-05,2.581967213,12.54098361,4.41E-06,3.16E-06,3.524590164,13.56557377,4.96E-06,1.36E-06,5.573770492,14.3852459,0.000212424,0.000217905,0.000209034,0.000272834,0.000494318,0.000173919,0.000183035,0.000266412,0.000181659,8.96E-05,0.000108779,7.70E-05,4.80E-05,2.54E-05,6.01E-06,0.000226379,0.0002648,0.000163175,0.000236456,0.000496423,0.000181764,0.00018717,0.000279024,0.000221194,4.73E-05,4.63E-05,5.24E-05,2.65E-05,2.87E-05,2.70E-05,6.53E-06,6.51E-06,1.18852459,11.10655738,5.49E-06,4.61E-06,1.844262295,11.76229508,6.18E-06,6.63E-06,2.581967213,12.5,3.76E-06,3.29E-06,3.524590164,13.52459016,3.97E-07,3.79E-07,4.426229508,14.42622951,0.000137966,0.000200706,0.000146119,0.000213405,0.00036041,0.000128339,0.000151351,0.000191862,9.33E-05,6.88E-05,8.92E-05,6.67E-05,3.92E-05,2.54E-05,7.74E-06,0.000171889,0.000224726,0.000120281,0.000177109,0.000365389,0.00014373,9.66E-05,0.000164535,0.000133943,8.27E-05,8.51E-05,5.45E-05,2.74E-05,2.22E-05,8.42E-06
control,90_90,21083-1,2,1.01E-05,1.03E-05,1.229508197,11.10655738,6.20E-06,5.67E-06,1.844262295,11.76229508,9.95E-06,1.10E-05,2.581967213,12.54098361,4.50E-06,3.78E-06,3.524590164,13.60655738,4.22E-06,1.26E-06,5.573770492,14.3852459,0.000230514,0.000235403,0.000213292,0.000269081,0.000494401,0.000183534,0.000176549,0.000284183,0.000208937,9.44E-05,0.000105697,7.06E-05,4.19E-05,2.10E-05,6.37E-06,0.000235965,0.000267428,0.000160897,0.000231086,0.000503698,0.000196227,0.000181317,0.000288319,0.000238996,3.68E-05,5.10E-05,6.20E-05,2.35E-05,3.00E-05,2.75E-05,6.97E-06,6.60E-06,1.18852459,11.10655738,5.92E-06,4.85E-06,1.844262295,11.76229508,6.45E-06,6.77E-06,2.581967213,12.54098361,3.64E-06,3.30E-06,3.524590164,13.52459016,2.95E-07,3.94E-07,4.467213115,14.42622951,0.000135941,0.000195255,0.000144224,0.000203534,0.000360764,0.000138948,0.000144686,0.00019921,0.000109989,6.91E-05,9.79E-05,7.22E-05,4.13E-05,2.53E-05,3.19E-06,0.000175143,0.000219564,0.000116283,0.000168375,0.000370731,0.000158957,0.000148529,0.000172872,0.000107015,8.04E-05,8.02E-05,5.49E-05,3.46E-05,2.68E-05,5.85E-06
control,90_90,21083-1,3,1.07E-05,1.06E-05,1.229508197,11.10655738,6.29E-06,5.78E-06,1.844262295,11.76229508,1.04E-05,1.15E-05,2.581967213,12.54098361,4.78E-06,3.81E-06,3.524590164,13.56557377,4.67E-06,,5.573770492,14.3442623,0.000242781,0.000251101,0.000221436,0.000273188,0.000506441,0.00019418,0.000171946,0.000296009,0.000235887,9.28E-05,0.000106982,7.29E-05,4.41E-05,1.70E-05,1.14E-05,0.00024355,0.000285536,0.000172669,0.000216989,0.0005031,0.00021961,0.000181021,0.000304943,0.000259809,3.53E-05,3.36E-05,4.82E-05,2.18E-05,3.22E-05,3.39E-05,6.98E-06,6.62E-06,1.18852459,11.10655738,5.41E-06,4.60E-06,1.844262295,11.76229508,6.46E-06,6.77E-06,2.581967213,12.54098361,3.78E-06,3.53E-06,3.56557377,13.56557377,7.38E-07,5.70E-07,4.467213115,14.42622951,0.000141205,0.000202887,0.000147921,0.000186522,0.00037166,0.000163056,0.000130566,0.000206434,0.000132306,8.92E-05,9.97E-05,6.20E-05,4.16E-05,3.44E-05,1.77E-05,0.000172889,0.000222308,0.0001197,0.000144346,0.000365777,0.00017999,0.000140194,0.000178868,0.000122987,8.30E-05,7.47E-05,4.85E-05,2.61E-05,2.03E-05,7.00E-06
control,90_90,21083-3,1,6.25E-06,6.15E-06,1.229508197,11.14754098,4.23E-06,3.64E-06,1.885245902,11.8442623,4.46E-06,4.80E-06,2.704918033,12.62295082,3.62E-06,4.50E-06,3.606557377,13.68852459,2.18E-06,1.79E-06,5.532786885,15.45081967,0.000145084,0.000179813,0.000105936,0.000145646,0.000286818,0.00010643,0.000114188,0.000134448,8.01E-05,6.54E-05,5.87E-05,3.64E-05,3.44E-05,2.32E-05,2.38E-06,0.000170251,0.000200628,0.0001,0.000234689,0.000213137,1.96E-07,9.46E-05,0.000160398,0.000121046,3.77E-05,5.74E-05,4.13E-05,3.08E-05,2.52E-05,1.10E-05,3.64E-06,3.71E-06,1.147540984,11.06557377,4.28E-06,3.63E-06,1.885245902,11.80327869,4.98E-06,4.57E-06,2.663934426,12.58196721,1.97E-06,2.47E-06,3.606557377,13.7295082,8.66E-07,,4.385245902,,8.84E-05,0.000159195,6.29E-05,0.000172494,0.000234341,5.20E-05,9.44E-05,0.000105623,7.69E-05,6.57E-05,6.35E-05,3.18E-05,1.35E-05,3.30E-05,2.72E-05,0.000117405,0.000195029,7.60E-05,0.000118614,0.000211787,9.79E-05,5.83E-05,8.14E-05,8.65E-05,3.73E-05,3.89E-05,2.43E-05,,,
control,90_90,21083-3,2,6.12E-06,6.13E-06,1.229508197,11.14754098,4.48E-06,4.18E-06,1.926229508,11.8442623,4.38E-06,5.01E-06,2.704918033,12.62295082,3.23E-06,4.39E-06,3.647540984,13.68852459,2.07E-06,1.94E-06,5.532786885,15.49180328,0.000115902,0.000176631,0.000121194,0.000231459,0.000253013,2.35E-05,9.49E-05,0.000126527,9.59E-05,5.68E-05,4.60E-05,3.39E-05,3.13E-05,2.96E-05,1.29E-05,0.000148051,0.000200258,0.000108361,0.000208896,0.00024883,3.77E-05,8.68E-05,0.000163578,0.000134316,4.36E-05,6.23E-05,4.29E-05,2.68E-05,2.14E-05,9.54E-06,3.55E-06,3.58E-06,1.147540984,11.06557377,4.38E-06,3.78E-06,1.885245902,11.80327869,5.05E-06,4.54E-06,2.62295082,12.58196721,2.06E-06,2.78E-06,3.606557377,13.68852459,,1.13E-07,4.344262295,15.6147541,9.38E-05,0.000152839,5.41E-05,0.000194114,0.000219627,3.11E-05,7.75E-05,0.000117931,9.34E-05,6.11E-05,5.03E-05,2.57E-05,1.40E-05,3.18E-05,2.80E-05,0.000130419,0.000189448,5.90E-05,0.000141445,0.000207469,8.23E-05,7.31E-05,8.88E-05,8.51E-05,3.89E-05,4.16E-05,2.69E-05,1.17E-05,3.94E-06,2.24E-06
control,90_90,21083-3,3,6.30E-06,6.17E-06,1.229508197,11.14754098,4.62E-06,4.04E-06,1.926229508,11.8442623,4.77E-06,5.05E-06,2.704918033,12.62295082,3.96E-06,4.38E-06,3.647540984,13.68852459,2.08E-07,1.77E-06,5.532786885,15.45081967,0.000120051,0.000177632,0.000120639,0.000227583,0.000253497,3.26E-05,9.61E-05,0.000126327,9.69E-05,4.83E-05,5.13E-05,4.87E-05,3.36E-05,2.30E-05,1.89E-06,0.000132234,0.000191949,0.000116605,0.000214362,0.00025484,4.04E-05,9.04E-05,0.000168475,0.000140393,4.73E-05,6.59E-05,4.56E-05,2.60E-05,2.80E-05,1.86E-05,3.44E-06,3.54E-06,1.147540984,11.06557377,4.32E-06,4.08E-06,1.844262295,11.80327869,5.15E-06,4.75E-06,2.62295082,12.58196721,2.77E-06,2.27E-06,3.56557377,13.68852459,6.98E-08,,5.614754098,,0.000103574,0.000154083,4.76E-05,0.00010719,0.000250999,0.00011904,9.41E-05,0.000120697,9.23E-05,5.82E-05,6.04E-05,3.70E-05,1.72E-05,1.10E-05,2.12E-06,0.000129901,0.00018408,5.30E-05,0.00015429,0.000207162,7.76E-05,7.89E-05,9.51E-05,8.58E-05,4.05E-05,4.54E-05,2.22E-05,,,
control,90_90,21083-4,1,7.03E-06,6.33E-06,1.270491803,11.14754098,6.75E-06,5.87E-06,1.885245902,11.80327869,8.28E-06,8.96E-06,2.540983607,12.5,4.21E-06,3.51E-06,3.483606557,13.48360656,5.60E-06,8.00E-07,5.573770492,14.26229508,0.000158966,0.000158602,0.000157658,0.000261955,0.000314069,8.20E-05,0.000116451,0.0002954,0.0002005,0.000133704,0.000146255,6.93E-05,3.71E-05,2.59E-05,1.26E-05,0.000158377,0.000156065,0.000108573,0.000256797,0.000358691,0.0001,0.000175943,0.000308393,0.000197379,0.000101205,7.20E-05,3.20E-05,3.38E-05,4.06E-05,2.47E-05,6.80E-06,6.40E-06,1.229508197,11.10655738,5.81E-06,5.71E-06,1.844262295,11.80327869,6.98E-06,7.66E-06,2.581967213,12.54098361,5.47E-06,3.95E-06,3.524590164,13.52459016,3.51E-06,2.85E-06,5.573770492,15.53278689,0.000166413,0.00017879,0.000139995,0.000166162,0.000365489,0.000187598,0.000105242,0.000262274,0.00018826,0.00017049,0.000175828,9.56E-05,3.16E-05,2.61E-05,1.06E-05,0.000139472,0.000208046,0.000128178,0.000270664,0.000376555,0.000109114,0.000114906,0.000248236,0.000200174,9.56E-05,8.58E-05,5.89E-05,2.79E-05,1.97E-05,5.40E-06
control,90_90,21083-4,2,6.63E-06,6.86E-06,1.270491803,11.14754098,6.57E-06,5.96E-06,1.885245902,11.80327869,7.92E-06,9.12E-06,2.540983607,12.5,3.98E-06,3.11E-06,3.483606557,13.48360656,5.49E-06,3.34E-06,5.573770492,15.6147541,0.000151447,0.000147066,0.00015262,0.000254227,0.000300566,8.27E-05,0.000112017,0.000296982,0.000213815,0.000129719,0.000141373,6.58E-05,3.98E-05,2.55E-05,5.74E-06,0.000159412,0.000158725,0.00011451,0.000254679,0.000347967,9.27E-05,0.0001732,0.000312141,0.000204329,0.000102676,7.54E-05,3.56E-05,1.17E-05,8.85E-06,7.99E-06,6.63E-06,6.28E-06,1.229508197,11.10655738,6.19E-06,5.58E-06,1.844262295,11.80327869,7.18E-06,7.87E-06,2.581967213,12.54098361,5.30E-06,3.86E-06,3.483606557,13.52459016,3.69E-06,2.90E-06,5.532786885,15.53278689,0.000158561,0.00016308,0.000133754,0.000174127,0.000363859,0.000180198,0.000125939,0.000265702,0.000175078,0.000132203,0.000185233,0.000134483,2.73E-05,2.73E-05,1.63E-05,0.000135261,0.00019786,0.000126252,0.000278777,0.000365256,9.55E-05,0.00013103,0.000259638,0.000197998,9.20E-05,8.68E-05,6.51E-05,2.31E-05,1.55E-05,7.50E-06
control,90_90,21083-4,3,6.89E-06,6.70E-06,1.270491803,11.14754098,6.64E-06,6.08E-06,1.885245902,11.80327869,8.43E-06,9.15E-06,2.540983607,12.5,3.78E-06,3.38E-06,3.483606557,13.48360656,5.04E-06,5.93E-07,5.573770492,14.26229508,0.00014522,0.000153676,0.000164149,0.000247226,0.000297431,9.18E-05,0.000117683,0.000299697,0.00022017,0.00012675,0.00014048,6.61E-05,3.54E-05,2.64E-05,9.15E-06,0.000157989,0.000153106,0.000109655,0.000254846,0.000346018,9.56E-05,0.000176266,0.000319892,0.000211218,9.94E-05,6.52E-05,3.33E-05,3.85E-05,3.58E-05,1.78E-05,6.45E-06,6.24E-06,1.229508197,11.10655738,6.17E-06,5.55E-06,1.844262295,11.80327869,7.39E-06,7.65E-06,2.581967213,12.54098361,5.24E-06,3.66E-06,3.524590164,13.52459016,3.52E-06,2.60E-06,5.532786885,15.49180328,0.000152461,0.00016427,0.000140828,0.000181485,0.000367675,0.000181894,0.000122016,0.000262078,0.000183569,0.000164055,0.00016587,9.10E-05,3.15E-05,2.86E-05,1.43E-05,0.000129159,0.000193079,0.000126887,0.000273212,0.00036365,0.000102532,0.000135417,0.000251217,0.000190686,9.06E-05,8.09E-05,5.96E-05,2.66E-05,1.86E-05,8.10E-06
